user_id,email,first_name,last_name,phone,department,role,employee_code,university,campus_location,ugc_net_qualified,phd,aicte_approved,naac_grading,courses_taught,join_date
EDU0150,kritika.malhotra@university.ac.in,Kritika,Malhotra,+91 9887462576,Civil,Professor,FAC9150,IIIT,Kanpur,True,False,False,A+,5,2016-09-16T18:49:06.830562
EDU0151,anushka.shah@yahoo.in,Anushka,Shah,+91 9861061597,Management,Admin Staff,FAC3998,IIIT,Nagpur,False,False,True,B+,3,2014-04-09T18:49:06.830566
EDU0152,nandini.menon@nit.ac.in,Nandini,Menon,+91 9427306448,Mechanical,Teaching Assistant,FAC6207,NIT,Jaipur,True,True,True,A,4,2015-01-22T18:49:06.830570
EDU0153,kunal.iyer@outlook.com,Kunal,Iyer,+91 9368431035,Arts,Lecturer,FAC6567,NIT,Indore,True,False,True,A,1,2017-02-13T18:49:06.830574
EDU0154,divya.reddy@gmail.com,Divya,Reddy,+91 9866655198,Arts,Associate Professor,FAC3718,Private University,Chandigarh,True,True,True,B+,1,2018-06-02T18:49:06.830577
EDU0155,sanjay.sharma@nit.ac.in,Sanjay,Sharma,+91 9668761563,Mechanical,Professor,FAC6344,Deemed University,Bhopal,True,False,False,A+,2,2011-04-25T18:49:06.830581
EDU0156,aakash.mehta@rediffmail.com,Aakash,Mehta,+91 9346417105,Computer Science,Assistant Professor,FAC2456,Private University,Chandigarh,True,True,False,A,1,2015-01-25T18:49:06.830584
EDU0157,nandini.singh@rediffmail.com,Nandini,Singh,+91 9830825134,Science,Admin Staff,FAC4962,IIIT,Delhi,True,True,False,A++,4,2017-03-25T18:49:06.830588
EDU0158,amit.naidu@hotmail.com,Amit,Naidu,+91 9135768312,Commerce,Teaching Assistant,FAC5587,IIT,Lucknow,False,True,True,B++,3,2011-03-30T18:49:06.830592
EDU0159,varun.agarwal@iit.ac.in,Varun,Agarwal,+91 9794167234,Arts,Lecturer,FAC2740,State University,Bangalore,True,True,False,B++,5,2017-07-21T18:49:06.830595
EDU0160,anjali.menon@university.ac.in,Anjali,Menon,+91 9068652490,Electrical,Associate Professor,FAC7726,IIT,Visakhapatnam,False,False,False,A+,3,2024-09-22T18:49:06.830599
EDU0161,sakshi.nair@university.ac.in,Sakshi,Nair,+91 9671764278,Commerce,Associate Professor,FAC1205,IIT,Delhi,True,False,False,A,2,2021-11-18T18:49:06.830602
EDU0162,aakash.gandhi@university.ac.in,Aakash,Gandhi,+91 9015051077,Civil,Associate Professor,FAC6827,Deemed University,Vadodara,True,False,False,A+,1,2016-08-25T18:49:06.830606
EDU0163,preeti.naidu@nit.ac.in,Preeti,Naidu,+91 9596648497,Science,Assistant Professor,FAC2572,NIT,Coimbatore,False,True,True,B+,2,2013-05-17T18:49:06.830610
EDU0164,kritika.bansal@nit.ac.in,Kritika,Bansal,+91 9368275873,Computer Science,Lecturer,FAC6207,IIIT,Delhi,False,False,False,B++,2,2019-12-11T18:49:06.830613
EDU0165,pooja.tomar@iit.ac.in,Pooja,Tomar,+91 9230333723,Mechanical,Professor,FAC6525,Private University,Delhi,False,False,True,B+,3,2015-04-18T18:49:06.830617
EDU0166,kavya.bhatia@yahoo.in,Kavya,Bhatia,+91 9473245332,Science,Lecturer,FAC7384,NIT,Bangalore,True,True,True,A,5,2016-04-17T18:49:06.830620
EDU0167,kritika.sethi@rediffmail.com,Kritika,Sethi,+91 9170144537,Commerce,Teaching Assistant,FAC4176,Deemed University,Kochi,True,True,True,A,4,2018-08-08T18:49:06.830624
EDU0168,neha.verma@gmail.com,Neha,Verma,+91 9258526328,Civil,Admin Staff,FAC3801,IIIT,Bangalore,False,False,True,B+,3,2022-03-11T18:49:06.830628
EDU0169,rohan.kapoor@iit.ac.in,Rohan,Kapoor,+91 9660491337,Commerce,Associate Professor,FAC6573,Deemed University,Bangalore,False,False,False,B++,4,2014-06-29T18:49:06.830632
EDU0170,aditya.iyer@university.ac.in,Aditya,Iyer,+91 9820884371,Mechanical,HOD,FAC2787,Private University,Bangalore,True,True,True,B++,2,2019-07-09T18:49:06.830636
EDU0171,neha.sharma@university.ac.in,Neha,Sharma,+91 9156437396,Commerce,Lecturer,FAC5629,IIT,Bangalore,True,False,True,A+,2,2018-05-27T18:49:06.830640
EDU0172,sanjay.khanna@yahoo.in,Sanjay,Khanna,+91 9216481678,Science,Associate Professor,FAC8355,Deemed University,Coimbatore,False,False,True,A++,5,2014-09-08T18:49:06.830643
EDU0173,neha.luniya@yahoo.in,Neha,Luniya,+91 9499865896,Mechanical,Professor,FAC5028,State University,Indore,True,False,True,B+,5,2014-11-26T18:49:06.830647
EDU0174,riya.singh@yahoo.in,Riya,Singh,+91 9046739219,Science,Admin Staff,FAC1027,Deemed University,Mumbai,False,True,False,A++,4,2014-04-01T18:49:06.830651
EDU0175,kritika.kapoor@rediffmail.com,Kritika,Kapoor,+91 9056928113,Management,Associate Professor,FAC2214,NIT,Surat,True,False,True,B++,5,2022-07-19T18:49:06.830655
EDU0176,gaurav.gandhi@iit.ac.in,Gaurav,Gandhi,+91 9612775406,Management,Assistant Professor,FAC6870,State University,Nagpur,False,True,True,A,2,2018-11-05T18:49:06.830659
EDU0177,isha.reddy@rediffmail.com,Isha,Reddy,+91 9250865397,Science,Associate Professor,FAC4993,IIIT,Ahmedabad,True,True,True,A,3,2020-03-18T18:49:06.830663
EDU0178,riya.agarwal@gmail.com,Riya,Agarwal,+91 9252543537,Arts,Professor,FAC2996,NIT,Bhopal,True,True,False,B++,5,2019-07-08T18:49:06.830667
EDU0179,rahul.patel@hotmail.com,Rahul,Patel,+91 9222404726,Civil,Assistant Professor,FAC7267,Deemed University,Delhi,False,False,True,A,4,2020-12-28T18:49:06.830671
EDU0180,sneha.chopra@hotmail.com,Sneha,Chopra,+91 9389388214,Mechanical,Lecturer,FAC1897,IIIT,Pune,True,False,False,B++,4,2011-08-25T18:49:06.830675
EDU0181,gaurav.mittal@university.ac.in,Gaurav,Mittal,+91 9098443375,Computer Science,Lecturer,FAC1184,State University,Delhi,False,False,True,A+,3,2014-10-14T18:49:06.830679
EDU0182,riya.desai@hotmail.com,Riya,Desai,+91 9350213318,Electrical,Associate Professor,FAC8919,Deemed University,Kanpur,True,False,True,A++,5,2015-05-02T18:49:06.830683
EDU0183,anjali.luniya@nit.ac.in,Anjali,Luniya,+91 9717424525,Computer Science,Professor,FAC8369,State University,Surat,False,True,True,B++,1,2022-10-24T18:49:06.830687
EDU0184,tanvi.nair@outlook.com,Tanvi,Nair,+91 9942662583,Civil,Assistant Professor,FAC9183,IIIT,Vadodara,True,True,True,B+,1,2014-04-21T18:49:06.830691
EDU0185,nandini.pareek@yahoo.in,Nandini,Pareek,+91 9567183572,Mechanical,Associate Professor,FAC3749,Deemed University,Vadodara,False,True,True,B+,1,2022-02-12T18:49:06.830695
EDU0186,kritika.kulkarni@university.ac.in,Kritika,Kulkarni,+91 9859497567,Arts,Teaching Assistant,FAC3456,IIT,Hyderabad,True,False,True,A++,4,2019-12-03T18:49:06.830699
EDU0187,aditya.nair@rediffmail.com,Aditya,Nair,+91 9747351368,Science,Professor,FAC3906,Private University,Chennai,True,True,False,A+,5,2021-06-21T18:49:06.830703
EDU0188,karan.gandhi@outlook.com,Karan,Gandhi,+91 9444407604,Science,Admin Staff,FAC1367,NIT,Indore,True,False,True,A+,2,2019-07-30T18:49:06.830708
EDU0189,vikram.shah@hotmail.com,Vikram,Shah,+91 9855256439,Civil,Associate Professor,FAC7291,IIT,Hyderabad,False,True,True,A+,3,2024-09-14T18:49:06.830712
EDU0190,anushka.pillai@outlook.com,Anushka,Pillai,+91 9497644693,Commerce,Teaching Assistant,FAC6696,IIIT,Kanpur,False,True,True,A,3,2021-09-24T18:49:06.830716
EDU0191,neha.joshi@university.ac.in,Neha,Joshi,+91 9890705529,Electrical,HOD,FAC3126,IIT,Nagpur,True,False,True,A++,3,2018-02-02T18:49:06.830720
EDU0192,akshat.reddy@nit.ac.in,Akshat,Reddy,+91 9895018541,Computer Science,Teaching Assistant,FAC5933,IIT,Nagpur,True,True,False,A++,5,2020-04-23T18:49:06.830724
EDU0193,rohan.patel@rediffmail.com,Rohan,Patel,+91 9413773913,Computer Science,Assistant Professor,FAC8730,IIT,Vadodara,True,True,True,A++,3,2016-01-01T18:49:06.830728
EDU0194,kunal.reddy@nit.ac.in,Kunal,Reddy,+91 9240747824,Electrical,Associate Professor,FAC5641,IIT,Bhopal,False,False,True,A++,2,2017-08-06T18:49:06.830731
EDU0195,preeti.gupta@university.ac.in,Preeti,Gupta,+91 9440071174,Civil,HOD,FAC3375,NIT,Kolkata,True,False,False,A++,2,2018-05-15T18:49:06.830736
EDU0196,karan.mehta@university.ac.in,Karan,Mehta,+91 9530832150,Electrical,Admin Staff,FAC1416,IIT,Delhi,False,False,True,A+,2,2013-04-04T18:49:06.830740
EDU0197,ananya.rao@rediffmail.com,Ananya,Rao,+91 9759599571,Management,Teaching Assistant,FAC8332,IIT,Bhopal,True,False,False,A++,5,2021-10-02T18:49:06.830744
EDU0198,nandini.malhotra@rediffmail.com,Nandini,Malhotra,+91 9837509292,Arts,Assistant Professor,FAC3551,Private University,Hyderabad,True,True,False,B++,3,2011-11-05T18:49:06.830748
EDU0199,vikram.mittal@gmail.com,Vikram,Mittal,+91 9782146733,Computer Science,Admin Staff,FAC3695,Private University,Hyderabad,True,False,True,A++,5,2019-11-06T18:49:06.830752
EDU0200,nikhil.pillai@iit.ac.in,Nikhil,Pillai,+91 9017980145,Arts,Admin Staff,FAC9017,State University,Delhi,True,True,True,B++,3,2013-07-27T18:49:06.830757
