timestamp,user_id,action,patient_uhid,patient_aadhar,resource,sensitive_data_accessed,justification,ip_address,location,device,status,risk_score
2026-02-03T20:42:06.742744,MED0008,ayushman_verify,UHID922670,6363 4618 6490,lab_results,True,Treatment,1.37.108.92,Chennai,Hospital Workstation,success,64
2026-01-20T08:45:06.742751,MED0086,discharge_patient,UHID571922,5382 4846 2042,billing,True,Emergency,106.65.40.232,Coimbatore,Tablet,success,31
2026-01-27T04:38:06.742756,MED0027,prescribe_medication,UHID548236,7020 5941 4052,prescriptions,True,Follow-up,106.1.60.146,Jaipur,Tablet,success,13
2026-02-19T01:42:06.742762,MED0031,view_lab_results,UHID955023,1301 8939 5879,prescriptions,True,Emergency,49.155.206.31,Lucknow,Hospital Workstation,denied,46
2026-02-14T16:54:06.742767,MED0084,view_patient_record,UHID763709,9811 1291 4189,patient_records,True,Follow-up,117.177.151.123,Bangalore,Hospital Workstation,denied,59
2026-02-16T11:09:06.742772,MED0138,view_lab_results,UHID584019,2712 4370 2817,patient_records,True,Consultation,123.233.39.12,Delhi,Hospital Workstation,success,49
2026-01-23T12:40:06.742778,MED0111,view_patient_record,UHID682582,8737 9582 2068,prescriptions,True,Consultation,49.219.31.101,Coimbatore,Mobile,success,41
2026-02-13T08:38:06.742784,MED0146,ayushman_verify,UHID889614,5362 3954 8766,prescriptions,True,Treatment,103.52.192.206,Hyderabad,Tablet,success,80
2026-02-02T11:01:06.742789,MED0101,prescribe_medication,UHID169246,7246 3689 4622,patient_records,True,Treatment,1.3.15.79,Kanpur,Mobile,success,5
2026-02-09T12:29:06.742794,MED0135,ayushman_verify,UHID103489,7205 9402 9761,billing,True,Emergency,117.44.148.152,Nagpur,Hospital Workstation,success,52
2026-01-16T09:51:06.742800,MED0127,view_lab_results,UHID967178,5346 5494 2079,lab_results,True,Treatment,117.247.26.98,Chennai,Hospital Workstation,success,63
2026-01-31T13:52:06.742805,MED0139,emergency_access,UHID902689,7761 1062 4220,lab_results,True,Treatment,103.108.11.41,Chandigarh,Hospital Workstation,success,17
2026-01-30T20:40:06.742810,MED0091,emergency_access,UHID631508,5058 2665 2805,lab_results,True,Treatment,103.171.252.224,Mumbai,Hospital Workstation,success,33
2026-01-06T12:24:06.742816,MED0072,update_diagnosis,UHID107580,3328 6227 7802,imaging,True,Emergency,123.86.62.116,Hyderabad,Hospital Workstation,success,23
2026-01-04T07:57:06.742821,MED0014,emergency_access,UHID446414,6017 1029 4197,prescriptions,True,Emergency,106.213.54.72,Kochi,Hospital Workstation,success,50
2025-12-26T06:06:06.742828,MED0105,prescribe_medication,UHID706127,4260 1323 1443,billing,True,Treatment,1.246.163.165,Lucknow,Tablet,success,57
2026-02-05T10:38:06.742834,MED0099,view_patient_record,UHID683458,3139 4785 4162,prescriptions,True,Consultation,1.10.128.122,Bangalore,Tablet,success,17
2026-02-13T18:57:06.742840,MED0003,prescribe_medication,UHID302482,6841 5671 2603,prescriptions,True,Treatment,106.60.45.21,Chennai,Mobile,success,40
2026-02-13T23:24:06.742845,MED0106,discharge_patient,UHID966078,3839 4955 3204,imaging,True,Follow-up,123.188.45.215,Pune,Tablet,success,60
2026-01-12T18:27:06.742851,MED0102,discharge_patient,UHID479057,6856 1182 9404,prescriptions,True,Emergency,117.7.110.220,Jaipur,Tablet,success,34
2025-12-23T04:31:06.742856,MED0056,view_patient_record,UHID723664,9224 3851 1774,billing,True,Follow-up,106.38.74.120,Vadodara,Mobile,success,79
2026-02-14T22:38:06.742862,MED0001,ayushman_verify,UHID254105,7643 6786 2447,billing,True,Treatment,106.86.155.78,Chennai,Hospital Workstation,success,2
2026-01-22T19:28:06.742867,MED0052,view_patient_record,UHID609958,2673 3375 9168,prescriptions,True,Emergency,1.147.10.167,Kochi,Hospital Workstation,success,55
2025-12-23T08:57:06.742873,MED0015,ayushman_verify,UHID690673,5827 9116 5239,lab_results,True,Treatment,27.90.172.68,Kochi,Hospital Workstation,success,71
2026-02-01T08:20:06.742879,MED0143,view_patient_record,UHID923573,7456 3935 3777,billing,True,Follow-up,123.182.152.195,Visakhapatnam,Mobile,denied,61
2026-01-20T04:57:06.742884,MED0040,view_patient_record,UHID723438,6957 1923 6761,lab_results,True,Treatment,27.137.113.198,Bangalore,Mobile,success,59
2026-02-16T06:34:06.742890,MED0077,ayushman_verify,UHID933164,6905 1822 8857,patient_records,True,Treatment,115.146.31.120,Ahmedabad,Hospital Workstation,success,62
2026-02-12T18:00:06.742895,MED0056,prescribe_medication,UHID707828,1119 4279 4447,patient_records,True,Follow-up,1.165.33.222,Jaipur,Mobile,success,31
2026-01-03T20:25:06.742901,MED0101,view_lab_results,UHID342671,2097 9965 1818,patient_records,True,Treatment,103.244.119.161,Kolkata,Hospital Workstation,success,98
2026-02-01T21:51:06.742907,MED0091,view_patient_record,UHID167145,9020 4356 5549,billing,True,Follow-up,103.231.45.117,Visakhapatnam,Tablet,success,99
2026-01-09T18:50:06.742912,MED0005,view_lab_results,UHID480837,7480 9244 7999,billing,True,Treatment,27.250.254.240,Coimbatore,Hospital Workstation,success,7
2026-01-10T12:14:06.742917,MED0023,ayushman_verify,UHID929246,9734 6945 8283,billing,True,Follow-up,117.46.127.160,Kolkata,Hospital Workstation,success,62
2026-01-29T23:56:06.742923,MED0015,discharge_patient,UHID407866,7377 7166 7388,patient_records,True,Consultation,115.233.101.225,Vadodara,Mobile,success,76
2026-02-14T11:07:06.742928,MED0069,emergency_access,UHID359365,7125 3109 6819,prescriptions,True,Treatment,103.178.148.85,Ahmedabad,Hospital Workstation,success,13
2025-12-22T19:34:06.742934,MED0074,discharge_patient,UHID959702,2399 7856 7713,prescriptions,True,Treatment,27.12.101.102,Jaipur,Hospital Workstation,success,69
2026-01-18T02:51:06.742939,MED0024,view_lab_results,UHID970896,4568 4476 4057,imaging,True,Emergency,117.9.11.58,Kochi,Tablet,success,34
2026-01-14T14:56:06.742945,MED0122,update_diagnosis,UHID447968,7077 2647 6261,lab_results,True,Treatment,1.208.72.55,Mumbai,Mobile,success,81
2026-01-05T06:48:06.742950,MED0119,update_diagnosis,UHID604638,8045 2453 3054,prescriptions,True,Emergency,103.158.132.20,Lucknow,Tablet,success,17
2026-01-20T14:19:06.742955,MED0016,ayushman_verify,UHID812373,5813 5556 1910,patient_records,True,Emergency,106.217.92.229,Coimbatore,Hospital Workstation,success,90
2026-02-03T17:17:06.742961,MED0098,view_lab_results,UHID786401,7804 7025 7713,patient_records,True,Treatment,123.91.175.194,Visakhapatnam,Hospital Workstation,success,75
2026-01-03T07:36:06.742967,MED0050,prescribe_medication,UHID383161,2925 8782 7370,patient_records,True,Follow-up,115.201.243.153,Chandigarh,Hospital Workstation,success,93
2026-01-11T14:50:06.742973,MED0142,ayushman_verify,UHID728955,6868 4066 1725,billing,True,Consultation,106.125.145.126,Bhopal,Tablet,success,44
2025-12-31T04:54:06.742979,MED0077,ayushman_verify,UHID305571,4570 5956 5873,patient_records,True,Treatment,117.90.14.254,Kolkata,Mobile,success,25
2026-02-10T16:52:06.742984,MED0148,prescribe_medication,UHID565307,5237 9208 1929,patient_records,True,Consultation,49.234.84.15,Kanpur,Tablet,success,21
2026-01-12T14:02:06.742990,MED0117,view_patient_record,UHID539799,9992 1302 8603,prescriptions,True,Treatment,103.198.234.2,Vadodara,Hospital Workstation,success,66
2025-12-21T02:49:06.742995,MED0136,discharge_patient,UHID549618,8532 4858 4248,billing,True,Emergency,115.40.226.39,Pune,Tablet,denied,71
2026-01-28T15:37:06.743001,MED0138,view_patient_record,UHID553942,3777 9287 9172,patient_records,True,Treatment,103.91.107.217,Coimbatore,Tablet,success,2
2026-02-15T12:31:06.743006,MED0069,update_diagnosis,UHID472190,7078 2035 7677,lab_results,True,Emergency,123.226.58.11,Kanpur,Tablet,success,88
2026-02-15T15:45:06.743012,MED0140,ayushman_verify,UHID893179,9759 1227 2478,imaging,True,Follow-up,103.55.60.40,Vadodara,Hospital Workstation,success,61
2026-02-04T01:06:06.743019,MED0026,prescribe_medication,UHID410733,1528 2758 2478,prescriptions,True,Consultation,103.103.100.240,Lucknow,Mobile,denied,74
2025-12-25T04:47:06.743025,MED0015,view_patient_record,UHID444282,6143 4335 1274,billing,True,Follow-up,123.251.228.253,Bangalore,Mobile,success,66
2025-12-25T12:46:06.743030,MED0106,emergency_access,UHID216627,8282 9101 7917,lab_results,True,Follow-up,103.129.74.228,Visakhapatnam,Mobile,success,31
2026-01-26T22:24:06.743035,MED0121,emergency_access,UHID748050,7827 3709 7490,patient_records,True,Follow-up,123.9.157.31,Bhopal,Mobile,success,71
2026-01-04T12:47:06.743041,MED0138,discharge_patient,UHID348707,4679 6595 1837,patient_records,True,Emergency,115.196.201.11,Delhi,Hospital Workstation,success,40
2026-02-06T00:54:06.743046,MED0084,view_patient_record,UHID393777,8192 2317 1107,imaging,True,Follow-up,1.38.239.64,Indore,Tablet,success,19
2026-02-14T16:50:06.743051,MED0064,discharge_patient,UHID805832,2968 1497 5740,prescriptions,True,Follow-up,49.53.127.8,Hyderabad,Hospital Workstation,success,63
2025-12-28T01:45:06.743057,MED0058,view_patient_record,UHID493942,4280 5733 9204,patient_records,True,Treatment,103.173.10.35,Bhopal,Hospital Workstation,denied,42
2025-12-25T04:00:06.743062,MED0113,ayushman_verify,UHID280835,8102 2366 6213,billing,True,Consultation,1.198.57.180,Kolkata,Tablet,success,44
2025-12-30T01:07:06.743067,MED0144,prescribe_medication,UHID253666,5752 4191 5884,billing,True,Emergency,123.3.169.115,Nagpur,Hospital Workstation,success,27
2026-02-04T00:44:06.743073,MED0099,update_diagnosis,UHID529823,2727 5095 6553,patient_records,True,Emergency,27.175.162.201,Kolkata,Tablet,denied,65
2025-12-29T22:46:06.743078,MED0115,discharge_patient,UHID650886,9779 1659 7420,lab_results,True,Consultation,115.72.75.12,Kanpur,Tablet,success,59
2026-02-07T23:43:06.743084,MED0045,emergency_access,UHID285424,8184 2369 7545,prescriptions,True,Emergency,117.205.171.237,Kochi,Hospital Workstation,success,52
2026-02-14T21:45:06.743089,MED0134,prescribe_medication,UHID944022,8001 1559 3696,patient_records,True,Treatment,123.74.54.194,Chennai,Tablet,success,100
2025-12-30T03:00:06.743095,MED0079,ayushman_verify,UHID260199,4873 9578 8550,prescriptions,True,Consultation,1.209.7.180,Chennai,Hospital Workstation,success,5
2026-02-06T07:07:06.743100,MED0145,view_patient_record,UHID868558,8653 2497 4526,imaging,True,Consultation,123.54.155.202,Bangalore,Tablet,success,2
2026-01-27T13:54:06.743106,MED0146,emergency_access,UHID228419,1997 5355 7611,patient_records,True,Consultation,123.207.61.29,Mumbai,Mobile,success,37
2026-01-08T05:07:06.743111,MED0125,discharge_patient,UHID834565,2787 5686 5352,lab_results,True,Consultation,103.177.31.21,Ahmedabad,Tablet,denied,12
2026-01-06T21:26:06.743116,MED0079,ayushman_verify,UHID576538,6155 5216 6936,lab_results,True,Emergency,49.189.239.33,Coimbatore,Tablet,success,44
2026-02-02T16:43:06.743122,MED0094,update_diagnosis,UHID103359,9511 8973 2432,prescriptions,True,Consultation,103.86.88.159,Pune,Tablet,success,21
2026-01-26T19:31:06.743128,MED0116,update_diagnosis,UHID680592,4666 6782 5497,prescriptions,True,Consultation,115.95.220.54,Surat,Mobile,success,42
2026-02-10T11:06:06.743133,MED0003,view_patient_record,UHID923682,1498 8562 3597,billing,True,Follow-up,115.80.203.97,Bangalore,Mobile,success,65
2026-02-18T10:47:06.743139,MED0084,emergency_access,UHID539240,3093 1871 6014,lab_results,True,Consultation,117.5.77.212,Ahmedabad,Mobile,denied,2
2026-01-08T12:46:06.743144,MED0028,ayushman_verify,UHID878124,2806 2136 5001,lab_results,True,Follow-up,1.126.209.132,Surat,Mobile,success,53
2026-01-20T12:32:06.743149,MED0136,view_lab_results,UHID870859,9390 3046 6824,lab_results,True,Treatment,123.86.41.154,Mumbai,Tablet,success,98
2025-12-23T08:23:06.743155,MED0103,view_patient_record,UHID698884,1905 5386 4892,imaging,True,Consultation,27.131.194.193,Chandigarh,Tablet,success,82
2026-02-15T18:23:06.743160,MED0017,discharge_patient,UHID564543,1232 1733 6897,lab_results,True,Treatment,1.87.209.199,Bangalore,Tablet,success,71
2026-02-17T10:48:06.743166,MED0119,view_patient_record,UHID809348,6006 5538 8012,prescriptions,True,Follow-up,1.77.72.133,Surat,Hospital Workstation,denied,39
2026-01-09T22:55:06.743171,MED0066,discharge_patient,UHID608837,1748 6548 9089,lab_results,True,Consultation,103.170.137.29,Indore,Hospital Workstation,success,77
2026-01-22T07:47:06.743177,MED0041,ayushman_verify,UHID901146,1027 7772 3599,patient_records,True,Consultation,1.12.7.245,Lucknow,Hospital Workstation,success,90
2026-01-05T09:00:06.743182,MED0124,discharge_patient,UHID628119,3026 8300 9802,billing,True,Treatment,1.119.16.226,Ahmedabad,Mobile,success,45
2026-01-01T12:05:06.743188,MED0131,view_patient_record,UHID101264,2636 3227 2469,imaging,True,Treatment,27.145.165.225,Bhopal,Hospital Workstation,success,26
2026-02-16T12:54:06.743196,MED0066,view_patient_record,UHID724854,1444 8140 2920,imaging,True,Treatment,49.108.212.20,Delhi,Tablet,success,59
2026-01-13T06:19:06.743202,MED0102,ayushman_verify,UHID106669,4033 6313 9664,billing,True,Treatment,123.243.53.121,Visakhapatnam,Hospital Workstation,denied,20
2026-01-09T08:04:06.743207,MED0102,emergency_access,UHID774615,9099 9755 2160,patient_records,True,Consultation,123.148.32.105,Kochi,Tablet,success,9
2026-01-27T14:07:06.743213,MED0129,prescribe_medication,UHID432679,7801 8506 7206,imaging,True,Follow-up,103.164.153.237,Hyderabad,Hospital Workstation,success,95
2025-12-24T16:44:06.743218,MED0098,emergency_access,UHID475170,4397 5727 1340,prescriptions,True,Emergency,27.71.217.247,Chandigarh,Mobile,success,74
2025-12-21T04:23:06.743223,MED0111,emergency_access,UHID641392,7999 1166 1833,imaging,True,Emergency,117.204.6.67,Hyderabad,Hospital Workstation,success,90
2026-01-08T17:31:06.743229,MED0109,prescribe_medication,UHID693084,8883 1698 4453,billing,True,Emergency,27.48.1.62,Bangalore,Hospital Workstation,success,45
2026-01-10T03:46:06.743234,MED0125,ayushman_verify,UHID172944,9825 4642 1201,imaging,True,Consultation,103.92.128.89,Nagpur,Hospital Workstation,success,90
2025-12-23T14:48:06.743240,MED0075,update_diagnosis,UHID225099,4224 1722 3474,lab_results,True,Emergency,1.177.138.14,Ahmedabad,Tablet,success,29
2026-01-15T09:51:06.743245,MED0051,ayushman_verify,UHID364171,8966 3626 8649,billing,True,Treatment,123.56.199.233,Lucknow,Mobile,success,89
2025-12-29T06:51:06.743251,MED0123,update_diagnosis,UHID189346,6276 5712 7226,patient_records,True,Follow-up,106.31.229.181,Indore,Tablet,success,11
2026-02-06T09:03:06.743256,MED0038,prescribe_medication,UHID873616,7633 4614 5300,billing,True,Consultation,27.233.174.28,Lucknow,Tablet,success,5
2025-12-28T02:35:06.743262,MED0007,prescribe_medication,UHID255157,7918 8720 4902,imaging,True,Treatment,106.118.30.19,Bhopal,Mobile,success,19
2026-02-16T23:28:06.743267,MED0024,discharge_patient,UHID754140,3908 9182 4989,lab_results,True,Emergency,49.192.117.229,Jaipur,Tablet,success,54
2026-02-16T06:27:06.743273,MED0020,discharge_patient,UHID196015,6138 2537 4550,billing,True,Emergency,123.84.212.40,Chandigarh,Hospital Workstation,success,43
2026-02-05T10:03:06.743278,MED0131,emergency_access,UHID745202,7333 1777 6431,lab_results,True,Treatment,27.72.162.38,Nagpur,Mobile,success,76
2026-02-07T02:17:06.743284,MED0020,discharge_patient,UHID492309,2492 6809 9240,imaging,True,Consultation,103.152.238.227,Bangalore,Mobile,success,17
2026-01-21T01:49:06.743289,MED0021,discharge_patient,UHID904461,9140 7426 7870,patient_records,True,Consultation,27.183.4.253,Indore,Hospital Workstation,denied,56
2026-02-14T12:23:06.743294,MED0014,view_patient_record,UHID428987,2121 3413 4025,patient_records,True,Treatment,106.103.184.115,Nagpur,Mobile,success,51
2026-01-22T12:55:06.743299,MED0080,discharge_patient,UHID817457,6439 9975 6834,imaging,True,Consultation,123.51.87.34,Vadodara,Mobile,success,26
2026-02-03T15:33:06.743305,MED0083,ayushman_verify,UHID356722,1605 2551 5103,lab_results,True,Follow-up,115.119.204.50,Chennai,Tablet,success,13
2026-02-14T17:04:06.743310,MED0091,update_diagnosis,UHID375695,4670 1376 9882,patient_records,True,Consultation,49.113.45.9,Delhi,Hospital Workstation,success,5
2026-01-27T09:05:06.743315,MED0076,view_lab_results,UHID931044,8873 8147 2438,imaging,True,Treatment,1.176.164.18,Vadodara,Tablet,denied,74
2026-02-10T02:30:06.743321,MED0027,view_lab_results,UHID596012,2400 3357 8407,patient_records,True,Emergency,115.87.155.22,Chandigarh,Mobile,success,68
2026-02-04T11:36:06.743326,MED0052,ayushman_verify,UHID158055,7937 6963 6661,billing,True,Follow-up,106.35.123.92,Lucknow,Hospital Workstation,success,0
2025-12-23T04:10:06.743331,MED0040,update_diagnosis,UHID555304,2626 9026 8487,patient_records,True,Treatment,117.88.23.142,Kanpur,Mobile,success,43
2026-02-07T22:12:06.743337,MED0018,view_lab_results,UHID384017,9946 9969 5049,lab_results,True,Treatment,117.221.125.93,Surat,Hospital Workstation,success,86
2026-01-25T10:48:06.743342,MED0083,discharge_patient,UHID877725,7329 1394 6596,imaging,True,Consultation,1.70.5.13,Vadodara,Mobile,success,1
2026-01-29T03:06:06.743347,MED0148,view_patient_record,UHID287253,9175 6342 1051,imaging,True,Emergency,106.87.78.155,Kochi,Hospital Workstation,success,20
2026-01-28T11:17:06.743352,MED0085,view_patient_record,UHID510115,6239 4122 2530,lab_results,True,Emergency,49.136.135.40,Delhi,Mobile,success,67
2026-02-02T05:04:06.743358,MED0070,prescribe_medication,UHID893303,3564 1724 5386,lab_results,True,Consultation,49.255.239.48,Bhopal,Hospital Workstation,success,31
2026-01-05T16:43:06.743364,MED0042,ayushman_verify,UHID774146,9350 1549 9355,lab_results,True,Emergency,103.234.140.55,Vadodara,Tablet,success,82
2026-02-07T23:47:06.743371,MED0118,ayushman_verify,UHID344024,3226 2376 8042,prescriptions,True,Treatment,49.187.218.164,Bhopal,Hospital Workstation,success,56
2026-02-16T04:41:06.743377,MED0097,view_patient_record,UHID929840,8198 8664 8941,imaging,True,Consultation,115.120.77.75,Indore,Hospital Workstation,success,60
2026-02-18T14:05:06.743382,MED0010,prescribe_medication,UHID194825,2558 3240 6422,patient_records,True,Consultation,1.202.86.85,Bangalore,Tablet,success,81
2025-12-22T21:50:06.743388,MED0038,prescribe_medication,UHID959746,6787 7065 3416,imaging,True,Follow-up,27.222.120.247,Surat,Tablet,success,96
2026-01-15T12:21:06.743394,MED0034,update_diagnosis,UHID972481,3795 2217 4218,patient_records,True,Emergency,115.107.95.33,Mumbai,Tablet,success,36
2026-02-18T18:32:06.743399,MED0003,discharge_patient,UHID472546,4551 5914 5732,prescriptions,True,Follow-up,123.86.255.247,Chandigarh,Hospital Workstation,success,63
2026-02-08T10:00:06.743404,MED0040,view_lab_results,UHID354088,4234 5298 8662,imaging,True,Emergency,103.135.134.74,Ahmedabad,Tablet,denied,18
2026-02-10T08:06:06.743410,MED0142,ayushman_verify,UHID485432,6035 5722 3666,imaging,True,Consultation,106.186.188.153,Kochi,Tablet,success,80
2026-02-13T10:50:06.743416,MED0148,prescribe_medication,UHID125853,1050 9297 8187,patient_records,True,Treatment,106.75.112.86,Chandigarh,Mobile,success,72
2026-02-13T02:38:06.743422,MED0055,ayushman_verify,UHID804085,5323 5531 7335,prescriptions,True,Consultation,106.196.170.103,Indore,Hospital Workstation,success,3
2026-01-09T14:32:06.743427,MED0127,view_lab_results,UHID937811,6121 2302 4895,patient_records,True,Follow-up,117.72.235.188,Ahmedabad,Tablet,success,42
2026-01-11T21:30:06.743433,MED0124,ayushman_verify,UHID755119,5890 2224 5733,prescriptions,True,Emergency,106.164.141.149,Lucknow,Hospital Workstation,success,5
2025-12-25T07:32:06.743438,MED0095,view_lab_results,UHID748769,5847 2349 6415,billing,True,Follow-up,27.138.62.88,Mumbai,Hospital Workstation,success,93
2026-01-03T01:02:06.743443,MED0085,view_patient_record,UHID490999,8185 7160 9436,patient_records,True,Treatment,106.161.180.2,Vadodara,Mobile,success,76
2026-01-17T04:22:06.743449,MED0016,ayushman_verify,UHID734582,2924 7081 8621,prescriptions,True,Treatment,103.154.218.240,Coimbatore,Hospital Workstation,success,1
2025-12-29T03:03:06.743454,MED0040,view_lab_results,UHID639240,3360 3636 5177,billing,True,Treatment,1.158.67.200,Visakhapatnam,Tablet,denied,57
2026-01-21T08:39:06.743459,MED0130,prescribe_medication,UHID272245,9260 2043 7072,prescriptions,True,Treatment,49.207.95.214,Surat,Mobile,success,94
2026-01-12T23:29:06.743464,MED0126,update_diagnosis,UHID942380,3222 1565 5464,lab_results,True,Treatment,117.207.29.74,Chennai,Tablet,success,95
2026-01-10T23:09:06.743470,MED0127,prescribe_medication,UHID902357,8859 3999 9298,prescriptions,True,Follow-up,49.174.234.106,Mumbai,Tablet,success,41
2026-01-12T00:19:06.743476,MED0121,prescribe_medication,UHID477926,4224 3672 2353,billing,True,Treatment,27.20.176.72,Vadodara,Tablet,success,45
2025-12-22T16:05:06.743481,MED0045,emergency_access,UHID977326,9753 4197 6912,billing,True,Treatment,49.101.25.114,Nagpur,Mobile,success,0
2025-12-26T14:24:06.743487,MED0082,prescribe_medication,UHID124782,3316 5562 5515,lab_results,True,Treatment,117.247.116.193,Vadodara,Tablet,success,19
2026-02-03T19:58:06.743492,MED0116,prescribe_medication,UHID824493,7736 6054 9874,prescriptions,True,Treatment,115.11.34.62,Surat,Hospital Workstation,success,29
2026-01-29T19:48:06.743497,MED0084,discharge_patient,UHID389952,6021 1415 7086,imaging,True,Treatment,103.220.66.9,Vadodara,Mobile,success,0
2026-02-13T17:33:06.743503,MED0030,discharge_patient,UHID192490,3361 6927 9354,billing,True,Follow-up,103.149.201.1,Chennai,Mobile,success,5
2026-02-18T15:43:06.743508,MED0043,discharge_patient,UHID745833,9878 9224 6327,prescriptions,True,Emergency,106.43.250.36,Vadodara,Mobile,success,5
2026-01-26T15:41:06.743513,MED0033,discharge_patient,UHID491883,3082 8208 9055,imaging,True,Treatment,27.23.93.116,Hyderabad,Mobile,success,27
2026-02-12T18:46:06.743519,MED0004,ayushman_verify,UHID640640,5448 6731 3400,prescriptions,True,Consultation,103.4.108.94,Hyderabad,Mobile,success,65
2026-01-03T08:18:06.743524,MED0055,prescribe_medication,UHID502992,5649 5898 8251,billing,True,Follow-up,123.197.36.22,Nagpur,Mobile,success,93
2026-01-05T21:33:06.743530,MED0021,view_lab_results,UHID508132,7258 7438 4551,lab_results,True,Follow-up,106.114.41.132,Kochi,Hospital Workstation,success,56
2026-01-09T04:25:06.743535,MED0129,ayushman_verify,UHID669444,3448 5796 7069,billing,True,Consultation,49.44.201.111,Kolkata,Tablet,success,56
2026-01-06T02:01:06.743541,MED0083,prescribe_medication,UHID407537,6407 3834 5907,patient_records,True,Consultation,27.57.211.253,Kochi,Hospital Workstation,success,15
2026-02-11T21:04:06.743546,MED0068,update_diagnosis,UHID906597,6046 8657 3919,lab_results,True,Treatment,1.80.230.13,Lucknow,Tablet,success,1
2025-12-21T08:51:06.743551,MED0044,view_lab_results,UHID197948,3839 5096 4666,lab_results,True,Treatment,49.81.15.185,Visakhapatnam,Mobile,success,82
2026-02-10T05:50:06.743556,MED0067,discharge_patient,UHID962160,8147 2582 5008,imaging,True,Follow-up,106.99.157.161,Vadodara,Tablet,success,68
2026-02-09T23:29:06.743562,MED0084,discharge_patient,UHID638476,1117 4401 2563,lab_results,True,Treatment,117.116.86.191,Visakhapatnam,Mobile,success,65
2025-12-31T23:58:06.743567,MED0087,prescribe_medication,UHID524052,6279 3573 2265,patient_records,True,Follow-up,115.8.5.43,Vadodara,Hospital Workstation,success,40
2026-01-12T17:58:06.743573,MED0145,update_diagnosis,UHID357912,1893 7188 6108,patient_records,True,Follow-up,115.11.84.192,Bangalore,Tablet,success,80
2026-01-21T01:52:06.743578,MED0015,ayushman_verify,UHID297248,5519 1017 2646,patient_records,True,Follow-up,115.68.179.174,Mumbai,Hospital Workstation,success,5
2025-12-22T08:12:06.743583,MED0150,emergency_access,UHID327766,1925 8047 1020,billing,True,Consultation,1.75.46.63,Kanpur,Hospital Workstation,success,99
2026-02-13T21:08:06.743589,MED0070,ayushman_verify,UHID223306,9404 8923 3339,imaging,True,Consultation,123.99.118.205,Bangalore,Tablet,success,8
2026-02-07T15:42:06.743594,MED0049,view_lab_results,UHID480779,7238 6722 6909,prescriptions,True,Treatment,115.30.175.234,Lucknow,Tablet,success,33
2026-01-05T05:38:06.743600,MED0032,discharge_patient,UHID491168,4649 2822 7997,prescriptions,True,Treatment,123.107.230.60,Coimbatore,Hospital Workstation,denied,6
2026-01-04T20:20:06.743605,MED0069,prescribe_medication,UHID392711,2589 3063 8021,patient_records,True,Emergency,115.245.14.219,Lucknow,Tablet,success,100
2026-01-19T22:48:06.743611,MED0057,view_patient_record,UHID235629,9083 8586 8946,lab_results,True,Treatment,115.251.78.139,Bhopal,Mobile,denied,98
2026-02-19T16:55:06.743616,MED0100,prescribe_medication,UHID756397,4351 2290 3803,lab_results,True,Consultation,27.118.222.108,Kolkata,Tablet,success,48
2026-01-15T12:40:06.743622,MED0126,view_patient_record,UHID916556,4528 6376 4234,patient_records,True,Emergency,117.174.172.146,Kanpur,Hospital Workstation,success,75
2026-01-28T23:04:06.743627,MED0060,view_patient_record,UHID794409,2301 1574 6850,patient_records,True,Consultation,103.247.246.202,Chennai,Hospital Workstation,success,12
2026-01-15T00:42:06.743634,MED0013,discharge_patient,UHID685104,9271 8276 1135,billing,True,Consultation,103.21.25.57,Vadodara,Mobile,success,78
2026-01-03T11:41:06.743640,MED0026,view_patient_record,UHID132960,4793 7542 1358,billing,True,Follow-up,103.97.116.127,Jaipur,Mobile,denied,9
2026-01-13T18:21:06.743645,MED0044,view_lab_results,UHID238732,9230 1988 8704,billing,True,Emergency,27.149.219.156,Nagpur,Mobile,success,74
2026-02-09T12:44:06.743650,MED0029,view_patient_record,UHID705650,4951 8252 9268,patient_records,True,Consultation,27.206.1.2,Visakhapatnam,Mobile,success,77
2026-02-09T12:28:06.743656,MED0065,emergency_access,UHID749293,3609 1984 3900,imaging,True,Emergency,103.158.250.136,Delhi,Tablet,success,5
2025-12-22T10:35:06.743661,MED0028,prescribe_medication,UHID103836,2611 2710 2098,imaging,True,Follow-up,103.176.53.36,Bangalore,Hospital Workstation,success,31
2026-01-27T21:31:06.743667,MED0083,update_diagnosis,UHID815437,3747 5032 7992,prescriptions,True,Emergency,115.178.190.137,Jaipur,Mobile,success,81
2026-01-26T09:38:06.743672,MED0141,update_diagnosis,UHID420150,2337 5405 9455,prescriptions,True,Follow-up,117.150.207.83,Kochi,Tablet,success,56
2026-01-11T00:50:06.743678,MED0058,ayushman_verify,UHID695543,4966 1249 2372,imaging,True,Treatment,123.240.72.77,Kolkata,Tablet,success,65
2025-12-29T07:56:06.743683,MED0021,view_patient_record,UHID986147,1321 8359 2971,imaging,True,Emergency,1.74.60.230,Visakhapatnam,Hospital Workstation,success,48
2026-02-06T17:44:06.743688,MED0119,prescribe_medication,UHID429877,8975 1928 6409,prescriptions,True,Follow-up,103.52.140.63,Mumbai,Hospital Workstation,success,91
2026-01-08T23:07:06.743694,MED0101,view_lab_results,UHID698422,3047 9382 3080,prescriptions,True,Consultation,103.143.72.185,Kochi,Hospital Workstation,success,21
2026-01-12T08:32:06.743699,MED0007,view_patient_record,UHID185520,1636 9323 5816,lab_results,True,Follow-up,106.242.200.76,Chennai,Tablet,success,29
